order_id,customer_id,restaurant_id,dish,staff_id,city,order_date,quantity,price,discount,total_amount,profit,loss,frequency,last_order_days,churn,rating
ORDER_302,CUST_44,REST_3,Burger,STAFF_13,Lahore,2025-04-18,4,PKR 656,PKR 0.15,PKR 2230.4,PKR 684.67,PKR 106.67,6,41,1,1
ORDER_303,CUST_17,REST_1,Pizza,STAFF_4,Lahore,2025-04-02,5,PKR 1088,PKR 0.15,PKR 4624.0,PKR 713.84,PKR 175.6,1,39,1,2
ORDER_304,CUST_62,REST_8,Burger,STAFF_14,Lahore,2025-05-15,1,PKR 229,PKR 0.1,PKR 206.1,PKR 61.11,PKR 0.25,19,49,1,5
ORDER_305,CUST_29,REST_6,Burger,STAFF_14,Hyderabad,2025-01-14,4,PKR 808,PKR 0.15,PKR 2747.2,PKR 397.24,PKR 227.04,6,0,0,5
ORDER_306,CUST_61,REST_8,Pizza,STAFF_3,Lahore,2025-02-27,3,PKR 593,PKR 0.1,PKR 1601.1,PKR 626.1,PKR 8.06,13,35,1,4
ORDER_307,CUST_31,REST_2,BBQ Platter,STAFF_15,Multan,2025-05-08,4,PKR 280,PKR 0.15,PKR 952.0,PKR 222.88,PKR 11.3,1,47,1,1
ORDER_308,CUST_52,REST_7,Biryani,STAFF_18,Multan,2025-03-19,1,PKR 1791,PKR 0.0,PKR 1791.0,PKR 604.53,PKR 172.5,17,56,1,5
ORDER_309,CUST_27,REST_8,Sandwich,STAFF_12,Karachi,2025-05-02,2,PKR 1829,PKR 0.15,PKR 3109.3,PKR 620.59,PKR 238.61,12,45,1,4
ORDER_310,CUST_15,REST_2,Pasta,STAFF_1,Sukkur,2025-01-28,3,PKR 1799,PKR 0.1,PKR 4857.3,PKR 1283.82,PKR 181.61,6,2,0,4
ORDER_311,CUST_18,REST_7,Burger,STAFF_9,Multan,2025-04-28,2,PKR 484,PKR 0.0,PKR 968.0,PKR 366.93,PKR 38.03,7,52,1,3
ORDER_312,CUST_14,REST_7,Biryani,STAFF_19,Karachi,2025-01-13,4,PKR 1036,PKR 0.05,PKR 3936.8,PKR 1532.03,PKR 1.71,14,35,1,5
ORDER_313,CUST_62,REST_9,Pizza,STAFF_19,Hyderabad,2025-03-24,2,PKR 312,PKR 0.15,PKR 530.4,PKR 157.66,PKR 32.15,13,32,1,4
ORDER_314,CUST_78,REST_4,Karahi,STAFF_13,Sukkur,2025-05-12,3,PKR 1027,PKR 0.05,PKR 2926.95,PKR 414.03,PKR 176.36,18,19,0,3
ORDER_315,CUST_92,REST_9,Pasta,STAFF_7,Hyderabad,2025-02-03,5,PKR 1563,PKR 0.1,PKR 7033.5,PKR 2152.13,PKR 647.92,6,45,1,5
ORDER_316,CUST_70,REST_6,Burger,STAFF_12,Multan,2025-05-17,4,PKR 1293,PKR 0.15,PKR 4396.2,PKR 1328.85,PKR 392.96,14,18,0,1
ORDER_317,CUST_67,REST_2,Biryani,STAFF_13,Hyderabad,2025-02-11,1,PKR 1472,PKR 0.0,PKR 1472.0,PKR 235.48,PKR 110.43,9,18,0,2
ORDER_318,CUST_8,REST_5,Pasta,STAFF_18,Karachi,2025-05-24,3,PKR 1767,PKR 0.15,PKR 4505.85,PKR 589.11,PKR 391.12,8,55,1,5
ORDER_319,CUST_50,REST_4,Karahi,STAFF_2,Lahore,2025-03-06,4,PKR 953,PKR 0.1,PKR 3430.8,PKR 1337.15,PKR 18.46,20,12,0,4
ORDER_320,CUST_29,REST_6,Pasta,STAFF_7,Sukkur,2025-05-12,4,PKR 463,PKR 0.0,PKR 1852.0,PKR 289.08,PKR 32.19,13,7,0,1
ORDER_321,CUST_55,REST_5,Karahi,STAFF_5,Hyderabad,2025-02-09,5,PKR 1832,PKR 0.1,PKR 8244.0,PKR 838.36,PKR 384.44,5,2,0,3
ORDER_322,CUST_77,REST_1,Karahi,STAFF_16,Multan,2025-02-26,5,PKR 833,PKR 0.0,PKR 4165.0,PKR 1396.15,PKR 132.39,17,11,0,1
ORDER_323,CUST_65,REST_3,Fries,STAFF_18,Multan,2025-03-26,4,PKR 288,PKR 0.1,PKR 1036.8,PKR 172.48,PKR 22.12,12,21,0,3
ORDER_324,CUST_28,REST_10,BBQ Platter,STAFF_18,Karachi,2025-03-04,1,PKR 1469,PKR 0.1,PKR 1322.1,PKR 308.97,PKR 119.58,11,2,0,4
ORDER_325,CUST_15,REST_7,Karahi,STAFF_18,Sukkur,2025-05-05,1,PKR 1966,PKR 0.1,PKR 1769.4,PKR 449.95,PKR 90.02,10,2,0,2
ORDER_326,CUST_42,REST_9,Burger,STAFF_4,Hyderabad,2025-02-24,5,PKR 1192,PKR 0.0,PKR 5960.0,PKR 1716.96,PKR 125.63,14,55,1,1
ORDER_327,CUST_27,REST_9,Fries,STAFF_3,Hyderabad,2025-02-15,1,PKR 1040,PKR 0.1,PKR 936.0,PKR 104.24,PKR 6.86,9,50,1,5
ORDER_328,CUST_10,REST_10,Pasta,STAFF_9,Lahore,2025-01-31,4,PKR 1023,PKR 0.15,PKR 3478.2,PKR 799.66,PKR 5.88,1,34,1,5
ORDER_329,CUST_9,REST_10,Biryani,STAFF_3,Sukkur,2025-01-23,5,PKR 317,PKR 0.1,PKR 1426.5,PKR 479.4,PKR 42.99,15,18,0,4
ORDER_330,CUST_51,REST_1,BBQ Platter,STAFF_6,Multan,2025-03-17,2,PKR 379,PKR 0.15,PKR 644.3,PKR 218.44,PKR 54.73,5,40,1,3
ORDER_331,CUST_87,REST_6,Biryani,STAFF_18,Multan,2025-05-18,2,PKR 352,PKR 0.0,PKR 704.0,PKR 71.46,PKR 42.0,3,35,1,3
ORDER_332,CUST_27,REST_6,Pasta,STAFF_14,Multan,2025-02-19,2,PKR 429,PKR 0.05,PKR 815.1,PKR 135.5,PKR 68.04,6,7,0,5
ORDER_333,CUST_7,REST_9,BBQ Platter,STAFF_18,Karachi,2025-05-29,3,PKR 1475,PKR 0.0,PKR 4425.0,PKR 775.29,PKR 87.36,11,31,1,3
ORDER_334,CUST_17,REST_4,Burger,STAFF_10,Multan,2025-03-20,1,PKR 1943,PKR 0.05,PKR 1845.85,PKR 360.56,PKR 83.18,19,44,1,2
ORDER_335,CUST_73,REST_10,Sandwich,STAFF_11,Lahore,2025-04-22,2,PKR 109,PKR 0.1,PKR 196.2,PKR 34.11,PKR 4.35,12,17,0,2
ORDER_336,CUST_87,REST_6,BBQ Platter,STAFF_15,Lahore,2025-01-21,3,PKR 1686,PKR 0.1,PKR 4552.2,PKR 1120.26,PKR 49.54,9,53,1,2
ORDER_337,CUST_69,REST_4,Karahi,STAFF_3,Karachi,2025-02-24,1,PKR 1839,PKR 0.0,PKR 1839.0,PKR 632.23,PKR 106.46,2,58,1,5
ORDER_338,CUST_34,REST_9,BBQ Platter,STAFF_5,Sukkur,2025-01-24,4,PKR 557,PKR 0.1,PKR 2005.2,PKR 281.06,PKR 100.49,12,25,0,5
ORDER_339,CUST_2,REST_4,Pizza,STAFF_17,Hyderabad,2025-02-07,4,PKR 426,PKR 0.05,PKR 1618.8,PKR 436.93,PKR 91.59,16,47,1,3
ORDER_340,CUST_6,REST_4,BBQ Platter,STAFF_8,Karachi,2025-04-03,3,PKR 856,PKR 0.05,PKR 2439.6,PKR 275.29,PKR 50.44,16,24,0,4
ORDER_341,CUST_6,REST_1,Sandwich,STAFF_4,Multan,2025-04-07,3,PKR 1809,PKR 0.1,PKR 4884.3,PKR 1336.29,PKR 278.48,13,41,1,3
ORDER_342,CUST_76,REST_2,Karahi,STAFF_13,Hyderabad,2025-05-04,5,PKR 931,PKR 0.1,PKR 4189.5,PKR 1446.09,PKR 144.55,20,56,1,1
ORDER_343,CUST_65,REST_3,BBQ Platter,STAFF_6,Hyderabad,2025-04-03,1,PKR 1153,PKR 0.1,PKR 1037.7,PKR 169.62,PKR 19.4,4,38,1,2
ORDER_344,CUST_54,REST_6,Burger,STAFF_16,Lahore,2025-03-04,4,PKR 531,PKR 0.05,PKR 2017.8,PKR 593.59,PKR 82.91,5,2,0,5
ORDER_345,CUST_76,REST_3,Pizza,STAFF_17,Karachi,2025-05-13,5,PKR 400,PKR 0.0,PKR 2000.0,PKR 299.8,PKR 184.49,20,25,0,5
ORDER_346,CUST_82,REST_1,Karahi,STAFF_3,Hyderabad,2025-04-16,4,PKR 1342,PKR 0.15,PKR 4562.8,PKR 1643.48,PKR 77.83,5,38,1,5
ORDER_347,CUST_99,REST_3,Karahi,STAFF_6,Sukkur,2025-01-28,4,PKR 1321,PKR 0.0,PKR 5284.0,PKR 892.7,PKR 203.68,7,1,0,5
ORDER_348,CUST_65,REST_7,Pizza,STAFF_20,Karachi,2025-01-31,2,PKR 1074,PKR 0.0,PKR 2148.0,PKR 780.42,PKR 114.15,16,5,0,2
ORDER_349,CUST_78,REST_9,Biryani,STAFF_14,Multan,2025-05-04,4,PKR 858,PKR 0.0,PKR 3432.0,PKR 1061.49,PKR 147.22,13,50,1,3
ORDER_350,CUST_76,REST_10,Burger,STAFF_14,Hyderabad,2025-05-20,3,PKR 1077,PKR 0.05,PKR 3069.45,PKR 1144.98,PKR 25.73,9,26,0,2
ORDER_351,CUST_1,REST_1,Burger,STAFF_17,Karachi,2025-04-03,4,PKR 1440,PKR 0.05,PKR 5472.0,PKR 1676.24,PKR 172.86,5,6,0,4
ORDER_352,CUST_84,REST_10,Karahi,STAFF_9,Multan,2025-04-12,4,PKR 1256,PKR 0.1,PKR 4521.6,PKR 1282.16,PKR 448.45,7,48,1,4
ORDER_353,CUST_71,REST_9,BBQ Platter,STAFF_6,Sukkur,2025-03-30,5,PKR 1236,PKR 0.15,PKR 5253.0,PKR 925.23,PKR 161.08,13,49,1,2
ORDER_354,CUST_85,REST_2,Pasta,STAFF_15,Hyderabad,2025-01-14,1,PKR 539,PKR 0.15,PKR 458.15,PKR 153.86,PKR 36.69,13,10,0,1
ORDER_355,CUST_12,REST_3,BBQ Platter,STAFF_20,Lahore,2025-01-10,1,PKR 231,PKR 0.1,PKR 207.9,PKR 34.62,PKR 1.66,13,46,1,4
ORDER_356,CUST_79,REST_9,Karahi,STAFF_20,Karachi,2025-05-13,2,PKR 1411,PKR 0.15,PKR 2398.7,PKR 555.76,PKR 48.38,7,18,0,1
ORDER_357,CUST_77,REST_9,Pasta,STAFF_20,Hyderabad,2025-01-23,1,PKR 836,PKR 0.05,PKR 794.2,PKR 235.48,PKR 77.49,13,17,0,3
ORDER_358,CUST_86,REST_7,Fries,STAFF_19,Hyderabad,2025-05-24,5,PKR 131,PKR 0.0,PKR 655.0,PKR 246.12,PKR 36.0,19,58,1,3
ORDER_359,CUST_45,REST_5,Pasta,STAFF_20,Hyderabad,2025-01-28,4,PKR 927,PKR 0.0,PKR 3708.0,PKR 661.26,PKR 150.97,3,35,1,5
ORDER_360,CUST_38,REST_6,Burger,STAFF_17,Sukkur,2025-05-25,5,PKR 1765,PKR 0.1,PKR 7942.5,PKR 2448.34,PKR 767.29,8,30,0,3
ORDER_361,CUST_100,REST_8,BBQ Platter,STAFF_19,Karachi,2025-02-26,4,PKR 338,PKR 0.1,PKR 1216.8,PKR 146.34,PKR 77.1,8,43,1,3
ORDER_362,CUST_53,REST_6,Biryani,STAFF_9,Hyderabad,2025-01-20,3,PKR 290,PKR 0.15,PKR 739.5,PKR 223.41,PKR 60.72,6,35,1,4
ORDER_363,CUST_41,REST_6,Pasta,STAFF_19,Sukkur,2025-03-03,2,PKR 1628,PKR 0.05,PKR 3093.2,PKR 772.37,PKR 61.76,9,55,1,2
ORDER_364,CUST_30,REST_4,Pasta,STAFF_20,Sukkur,2025-05-07,2,PKR 1695,PKR 0.0,PKR 3390.0,PKR 460.92,PKR 26.61,1,39,1,5
ORDER_365,CUST_6,REST_8,Sandwich,STAFF_20,Sukkur,2025-05-11,4,PKR 1939,PKR 0.1,PKR 6980.4,PKR 1725.85,PKR 687.15,13,17,0,2
ORDER_366,CUST_97,REST_10,Pizza,STAFF_2,Multan,2025-02-14,4,PKR 1079,PKR 0.0,PKR 4316.0,PKR 1082.2,PKR 169.93,4,29,0,5
ORDER_367,CUST_59,REST_6,Biryani,STAFF_1,Hyderabad,2025-03-08,4,PKR 1289,PKR 0.0,PKR 5156.0,PKR 1018.98,PKR 315.95,18,11,0,3
ORDER_368,CUST_31,REST_5,BBQ Platter,STAFF_20,Sukkur,2025-04-06,3,PKR 476,PKR 0.15,PKR 1213.8,PKR 275.75,PKR 50.87,13,23,0,3
ORDER_369,CUST_58,REST_3,Pizza,STAFF_19,Hyderabad,2025-04-08,1,PKR 1576,PKR 0.1,PKR 1418.4,PKR 484.0,PKR 78.77,5,12,0,2
ORDER_370,CUST_61,REST_1,Pizza,STAFF_14,Lahore,2025-05-24,2,PKR 1929,PKR 0.1,PKR 3472.2,PKR 1165.27,PKR 104.18,19,54,1,1
ORDER_371,CUST_51,REST_2,Pizza,STAFF_2,Hyderabad,2025-04-03,3,PKR 1075,PKR 0.0,PKR 3225.0,PKR 757.73,PKR 107.93,18,23,0,5
ORDER_372,CUST_33,REST_6,Biryani,STAFF_14,Karachi,2025-05-18,3,PKR 1876,PKR 0.05,PKR 5346.6,PKR 1459.92,PKR 347.46,10,11,0,3
ORDER_373,CUST_42,REST_9,BBQ Platter,STAFF_15,Karachi,2025-02-12,4,PKR 1356,PKR 0.1,PKR 4881.6,PKR 1167.32,PKR 466.97,11,40,1,4
ORDER_374,CUST_81,REST_10,Fries,STAFF_3,Karachi,2025-03-10,2,PKR 803,PKR 0.05,PKR 1525.7,PKR 296.05,PKR 99.63,13,38,1,3
ORDER_375,CUST_57,REST_6,BBQ Platter,STAFF_14,Hyderabad,2025-03-06,2,PKR 1849,PKR 0.0,PKR 3698.0,PKR 508.52,PKR 86.77,3,60,1,2
ORDER_376,CUST_22,REST_7,Burger,STAFF_4,Karachi,2025-01-22,4,PKR 1223,PKR 0.0,PKR 4892.0,PKR 527.89,PKR 194.22,9,6,0,5
ORDER_377,CUST_20,REST_2,Fries,STAFF_10,Hyderabad,2025-05-15,2,PKR 1610,PKR 0.1,PKR 2898.0,PKR 675.08,PKR 36.63,6,53,1,1
ORDER_378,CUST_5,REST_6,Sandwich,STAFF_16,Lahore,2025-05-19,5,PKR 657,PKR 0.15,PKR 2792.25,PKR 392.41,PKR 264.84,19,11,0,5
ORDER_379,CUST_59,REST_10,Fries,STAFF_17,Multan,2025-01-23,3,PKR 1961,PKR 0.1,PKR 5294.7,PKR 1294.53,PKR 120.26,10,28,0,3
ORDER_380,CUST_53,REST_5,Pizza,STAFF_10,Karachi,2025-01-03,1,PKR 1171,PKR 0.05,PKR 1112.45,PKR 226.01,PKR 52.2,16,44,1,4
ORDER_381,CUST_39,REST_1,Fries,STAFF_10,Multan,2025-05-24,2,PKR 1731,PKR 0.0,PKR 3462.0,PKR 915.57,PKR 65.28,13,27,0,2
ORDER_382,CUST_21,REST_7,Fries,STAFF_8,Sukkur,2025-03-11,1,PKR 964,PKR 0.05,PKR 915.8,PKR 233.51,PKR 73.26,18,18,0,3
ORDER_383,CUST_53,REST_4,Burger,STAFF_6,Hyderabad,2025-05-06,3,PKR 326,PKR 0.15,PKR 831.3,PKR 237.19,PKR 22.62,11,12,0,1
ORDER_384,CUST_20,REST_1,Biryani,STAFF_6,Karachi,2025-03-01,3,PKR 651,PKR 0.05,PKR 1855.35,PKR 583.62,PKR 134.9,5,5,0,1
ORDER_385,CUST_64,REST_4,Sandwich,STAFF_14,Sukkur,2025-01-21,4,PKR 860,PKR 0.15,PKR 2924.0,PKR 903.75,PKR 9.28,5,53,1,1
ORDER_386,CUST_35,REST_7,Burger,STAFF_18,Lahore,2025-02-01,2,PKR 493,PKR 0.1,PKR 887.4,PKR 306.31,PKR 73.5,8,49,1,4
ORDER_387,CUST_99,REST_8,Pasta,STAFF_2,Hyderabad,2025-05-02,4,PKR 1605,PKR 0.0,PKR 6420.0,PKR 1645.71,PKR 630.52,10,24,0,3
ORDER_388,CUST_21,REST_1,Burger,STAFF_9,Lahore,2025-02-25,3,PKR 506,PKR 0.1,PKR 1366.2,PKR 500.38,PKR 117.99,8,7,0,4
ORDER_389,CUST_42,REST_1,Pizza,STAFF_9,Multan,2025-05-02,1,PKR 910,PKR 0.05,PKR 864.5,PKR 88.77,PKR 3.63,20,44,1,2
ORDER_390,CUST_48,REST_2,Pasta,STAFF_6,Lahore,2025-01-16,1,PKR 1504,PKR 0.1,PKR 1353.6,PKR 513.36,PKR 134.95,12,3,0,2
ORDER_391,CUST_90,REST_9,Burger,STAFF_5,Lahore,2025-02-19,2,PKR 748,PKR 0.1,PKR 1346.4,PKR 460.01,PKR 59.07,13,1,0,3
ORDER_392,CUST_93,REST_3,Karahi,STAFF_2,Lahore,2025-05-26,4,PKR 1244,PKR 0.1,PKR 4478.4,PKR 1177.01,PKR 219.48,18,11,0,3
ORDER_393,CUST_42,REST_8,Karahi,STAFF_20,Multan,2025-05-19,2,PKR 241,PKR 0.05,PKR 457.9,PKR 107.52,PKR 37.52,15,23,0,1
ORDER_394,CUST_100,REST_9,Fries,STAFF_6,Karachi,2025-01-17,5,PKR 1854,PKR 0.1,PKR 8343.0,PKR 2776.59,PKR 199.22,18,42,1,4
ORDER_395,CUST_25,REST_9,BBQ Platter,STAFF_18,Hyderabad,2025-01-25,5,PKR 679,PKR 0.1,PKR 3055.5,PKR 681.2,PKR 98.39,3,33,1,1
ORDER_396,CUST_17,REST_3,Biryani,STAFF_7,Karachi,2025-04-10,4,PKR 492,PKR 0.0,PKR 1968.0,PKR 215.58,PKR 126.3,16,42,1,5
ORDER_397,CUST_80,REST_10,Karahi,STAFF_2,Sukkur,2025-05-06,2,PKR 1340,PKR 0.0,PKR 2680.0,PKR 278.52,PKR 246.84,3,59,1,4
ORDER_398,CUST_82,REST_1,Sandwich,STAFF_18,Lahore,2025-01-11,3,PKR 1726,PKR 0.0,PKR 5178.0,PKR 1797.25,PKR 137.64,3,46,1,3
ORDER_399,CUST_10,REST_4,Burger,STAFF_4,Hyderabad,2025-05-26,5,PKR 889,PKR 0.05,PKR 4222.75,PKR 666.92,PKR 277.38,6,40,1,5
ORDER_400,CUST_96,REST_9,Fries,STAFF_4,Multan,2025-01-27,3,PKR 1481,PKR 0.15,PKR 3776.55,PKR 1173.62,PKR 161.29,6,10,0,5
ORDER_401,CUST_52,REST_9,Sandwich,STAFF_6,Multan,2025-03-25,5,PKR 1007,PKR 0.1,PKR 4531.5,PKR 1680.03,PKR 249.27,12,54,1,4
ORDER_402,CUST_98,REST_7,Sandwich,STAFF_20,Hyderabad,2025-03-07,5,PKR 1217,PKR 0.05,PKR 5780.75,PKR 1228.52,PKR 318.08,15,23,0,4
ORDER_403,CUST_51,REST_1,Biryani,STAFF_10,Multan,2025-03-18,1,PKR 1160,PKR 0.05,PKR 1102.0,PKR 438.62,PKR 33.26,7,14,0,3
ORDER_404,CUST_3,REST_5,Pizza,STAFF_4,Karachi,2025-05-30,4,PKR 828,PKR 0.05,PKR 3146.4,PKR 445.29,PKR 115.5,8,15,0,3
ORDER_405,CUST_39,REST_2,Fries,STAFF_19,Hyderabad,2025-05-28,1,PKR 1581,PKR 0.1,PKR 1422.9,PKR 480.76,PKR 24.6,4,52,1,5
ORDER_406,CUST_83,REST_5,Biryani,STAFF_19,Lahore,2025-04-22,1,PKR 1697,PKR 0.0,PKR 1697.0,PKR 639.02,PKR 56.75,4,26,0,2
ORDER_407,CUST_96,REST_10,Biryani,STAFF_13,Karachi,2025-03-25,3,PKR 1173,PKR 0.0,PKR 3519.0,PKR 689.0,PKR 198.79,8,32,1,2
ORDER_408,CUST_7,REST_7,BBQ Platter,STAFF_20,Multan,2025-02-07,5,PKR 284,PKR 0.05,PKR 1349.0,PKR 309.7,PKR 106.08,11,8,0,1
ORDER_409,CUST_61,REST_10,Biryani,STAFF_18,Lahore,2025-02-03,3,PKR 274,PKR 0.15,PKR 698.7,PKR 175.06,PKR 54.07,5,48,1,4
ORDER_410,CUST_72,REST_4,BBQ Platter,STAFF_13,Multan,2025-04-21,2,PKR 1249,PKR 0.05,PKR 2373.1,PKR 409.82,PKR 63.19,19,20,0,1
ORDER_411,CUST_15,REST_7,Fries,STAFF_12,Sukkur,2025-03-20,2,PKR 756,PKR 0.1,PKR 1360.8,PKR 378.52,PKR 3.29,12,10,0,5
ORDER_412,CUST_57,REST_10,Pizza,STAFF_15,Karachi,2025-01-22,2,PKR 508,PKR 0.1,PKR 914.4,PKR 134.23,PKR 66.61,2,7,0,2
ORDER_413,CUST_80,REST_3,Karahi,STAFF_1,Sukkur,2025-05-18,1,PKR 724,PKR 0.15,PKR 615.4,PKR 148.53,PKR 20.42,7,13,0,5
ORDER_414,CUST_67,REST_5,BBQ Platter,STAFF_20,Hyderabad,2025-02-21,1,PKR 871,PKR 0.0,PKR 871.0,PKR 153.85,PKR 5.24,20,50,1,3
ORDER_415,CUST_7,REST_8,Biryani,STAFF_3,Lahore,2025-04-09,3,PKR 1457,PKR 0.1,PKR 3933.9,PKR 1413.39,PKR 7.51,13,14,0,5
ORDER_416,CUST_91,REST_2,Sandwich,STAFF_16,Multan,2025-05-24,5,PKR 280,PKR 0.05,PKR 1330.0,PKR 212.35,PKR 128.58,1,59,1,1
ORDER_417,CUST_32,REST_9,Karahi,STAFF_11,Lahore,2025-04-01,4,PKR 1624,PKR 0.05,PKR 6171.2,PKR 651.13,PKR 422.3,10,40,1,2
ORDER_418,CUST_65,REST_5,Biryani,STAFF_9,Lahore,2025-04-11,1,PKR 1236,PKR 0.1,PKR 1112.4,PKR 186.52,PKR 38.02,5,42,1,1
ORDER_419,CUST_94,REST_7,Pasta,STAFF_14,Hyderabad,2025-03-26,5,PKR 412,PKR 0.15,PKR 1751.0,PKR 684.92,PKR 159.29,18,28,0,2
ORDER_420,CUST_27,REST_3,Pasta,STAFF_5,Sukkur,2025-02-07,5,PKR 1962,PKR 0.05,PKR 9319.5,PKR 2134.35,PKR 847.14,19,41,1,2
ORDER_421,CUST_41,REST_2,Burger,STAFF_6,Sukkur,2025-04-16,2,PKR 1589,PKR 0.0,PKR 3178.0,PKR 1047.57,PKR 279.71,10,26,0,4
ORDER_422,CUST_96,REST_5,Pizza,STAFF_7,Karachi,2025-03-10,2,PKR 478,PKR 0.0,PKR 956.0,PKR 314.27,PKR 58.51,19,38,1,5
ORDER_423,CUST_30,REST_10,Pasta,STAFF_8,Karachi,2025-05-01,3,PKR 262,PKR 0.15,PKR 668.1,PKR 93.68,PKR 56.53,12,45,1,2
ORDER_424,CUST_50,REST_8,BBQ Platter,STAFF_5,Hyderabad,2025-03-11,2,PKR 563,PKR 0.0,PKR 1126.0,PKR 250.62,PKR 109.09,14,60,1,2
ORDER_425,CUST_96,REST_4,Pasta,STAFF_3,Hyderabad,2025-03-05,4,PKR 1875,PKR 0.15,PKR 6375.0,PKR 1953.04,PKR 552.57,13,27,0,1
ORDER_426,CUST_78,REST_7,Sandwich,STAFF_13,Multan,2025-01-11,5,PKR 1316,PKR 0.0,PKR 6580.0,PKR 1685.76,PKR 297.16,8,56,1,5
ORDER_427,CUST_69,REST_7,Biryani,STAFF_18,Lahore,2025-03-19,5,PKR 1667,PKR 0.0,PKR 8335.0,PKR 1308.22,PKR 366.37,10,49,1,4
ORDER_428,CUST_22,REST_7,Karahi,STAFF_20,Karachi,2025-01-24,5,PKR 1950,PKR 0.05,PKR 9262.5,PKR 2214.42,PKR 598.45,17,46,1,1
ORDER_429,CUST_24,REST_10,Pizza,STAFF_13,Lahore,2025-02-21,3,PKR 1023,PKR 0.0,PKR 3069.0,PKR 471.59,PKR 181.17,15,56,1,1
ORDER_430,CUST_33,REST_6,Pizza,STAFF_4,Karachi,2025-04-09,1,PKR 1546,PKR 0.15,PKR 1314.1,PKR 381.38,PKR 11.21,17,46,1,5
ORDER_431,CUST_21,REST_7,Fries,STAFF_2,Hyderabad,2025-01-14,3,PKR 1258,PKR 0.05,PKR 3585.3,PKR 532.91,PKR 51.85,10,26,0,3
ORDER_432,CUST_94,REST_8,Karahi,STAFF_6,Karachi,2025-04-28,2,PKR 515,PKR 0.0,PKR 1030.0,PKR 295.37,PKR 26.07,16,31,1,5
ORDER_433,CUST_1,REST_10,BBQ Platter,STAFF_8,Hyderabad,2025-01-02,5,PKR 1450,PKR 0.15,PKR 6162.5,PKR 1455.1,PKR 272.31,18,15,0,3
ORDER_434,CUST_80,REST_9,Pasta,STAFF_2,Hyderabad,2025-05-28,2,PKR 212,PKR 0.1,PKR 381.6,PKR 42.36,PKR 32.58,20,53,1,3
ORDER_435,CUST_43,REST_2,Biryani,STAFF_4,Lahore,2025-05-27,2,PKR 430,PKR 0.1,PKR 774.0,PKR 219.3,PKR 53.52,18,50,1,2
ORDER_436,CUST_59,REST_10,Sandwich,STAFF_2,Karachi,2025-04-20,3,PKR 761,PKR 0.1,PKR 2054.7,PKR 758.72,PKR 168.54,18,53,1,1
ORDER_437,CUST_38,REST_8,Pizza,STAFF_4,Sukkur,2025-01-15,3,PKR 1179,PKR 0.15,PKR 3006.45,PKR 773.84,PKR 209.2,19,6,0,5
ORDER_438,CUST_12,REST_8,Karahi,STAFF_14,Multan,2025-05-08,3,PKR 631,PKR 0.1,PKR 1703.7,PKR 644.22,PKR 104.66,16,33,1,4
ORDER_439,CUST_24,REST_10,Pasta,STAFF_10,Hyderabad,2025-02-23,1,PKR 342,PKR 0.0,PKR 342.0,PKR 81.9,PKR 27.25,20,51,1,4
ORDER_440,CUST_53,REST_1,Sandwich,STAFF_12,Multan,2025-01-18,2,PKR 123,PKR 0.05,PKR 233.7,PKR 71.75,PKR 5.95,10,19,0,5
ORDER_441,CUST_71,REST_6,Biryani,STAFF_4,Sukkur,2025-03-28,3,PKR 911,PKR 0.0,PKR 2733.0,PKR 955.49,PKR 53.02,16,59,1,4
ORDER_442,CUST_5,REST_3,BBQ Platter,STAFF_5,Lahore,2025-01-15,5,PKR 1934,PKR 0.1,PKR 8703.0,PKR 2077.76,PKR 708.57,17,53,1,3
ORDER_443,CUST_73,REST_6,Biryani,STAFF_7,Multan,2025-01-08,3,PKR 1737,PKR 0.1,PKR 4689.9,PKR 562.15,PKR 70.02,13,21,0,5
ORDER_444,CUST_22,REST_10,Fries,STAFF_6,Multan,2025-01-09,1,PKR 1870,PKR 0.1,PKR 1683.0,PKR 524.39,PKR 52.93,14,17,0,1
ORDER_445,CUST_64,REST_4,Sandwich,STAFF_15,Sukkur,2025-01-10,2,PKR 1175,PKR 0.1,PKR 2115.0,PKR 322.55,PKR 79.15,7,49,1,1
ORDER_446,CUST_57,REST_9,Biryani,STAFF_16,Multan,2025-05-15,2,PKR 489,PKR 0.1,PKR 880.2,PKR 331.92,PKR 64.47,11,19,0,2
ORDER_447,CUST_99,REST_2,Pizza,STAFF_7,Karachi,2025-01-23,4,PKR 893,PKR 0.0,PKR 3572.0,PKR 361.6,PKR 333.03,15,21,0,1
ORDER_448,CUST_14,REST_9,Karahi,STAFF_1,Multan,2025-03-12,3,PKR 1408,PKR 0.05,PKR 4012.8,PKR 787.57,PKR 77.26,11,34,1,4
ORDER_449,CUST_86,REST_2,Karahi,STAFF_5,Hyderabad,2025-01-27,3,PKR 334,PKR 0.0,PKR 1002.0,PKR 388.26,PKR 56.07,18,13,0,3
ORDER_450,CUST_71,REST_6,Karahi,STAFF_5,Sukkur,2025-03-28,5,PKR 601,PKR 0.05,PKR 2854.75,PKR 346.49,PKR 175.07,15,34,1,1
ORDER_451,CUST_17,REST_1,BBQ Platter,STAFF_2,Karachi,2025-04-25,4,PKR 210,PKR 0.0,PKR 840.0,PKR 191.47,PKR 15.03,12,39,1,3
